0, 1, 7
0, 2, 2
0, 3, 5
0, 4, 9
0, 5, 5
0, 6, 4
0, 7, 6
0, 8, 7
0, 9, 8
0, 10, 5
0, 11, 7
0, 12, 10
0, 13, 9
0, 14, 4
0, 15, 9
0, 16, 8
0, 17, 5
0, 18, 10
0, 19, 7
0, 20, 8
0, 21, 1
0, 22, 3
0, 23, 4
0, 24, 4
0, 25, 8
0, 26, 8
0, 27, 9
0, 28, 5
0, 29, 1
0, 30, 10
0, 31, 9
0, 32, 8
0, 33, 6
0, 34, 6
0, 35, 2
0, 36, 10
0, 37, 9
0, 38, 6
0, 39, 2
0, 40, 8
0, 41, 4
0, 42, 10
0, 43, 9
0, 44, 6
0, 45, 10
0, 46, 1
0, 47, 3
0, 48, 7
0, 49, 10
0, 50, 5
0, 51, 10
0, 52, 1
0, 53, 6
0, 54, 8
0, 55, 6
0, 56, 7
0, 57, 4
0, 58, 8
0, 59, 10
0, 60, 1
0, 61, 10
0, 62, 9
0, 63, 7
0, 64, 10
0, 65, 4
0, 66, 4
0, 67, 6
0, 68, 4
0, 69, 6
0, 70, 4
0, 71, 1
0, 72, 7
0, 73, 2
0, 74, 4
0, 75, 3
0, 76, 2
0, 77, 8
0, 78, 6
0, 79, 5
0, 80, 10
0, 81, 7
0, 82, 6
0, 83, 9
0, 84, 1
0, 85, 8
0, 86, 6
0, 87, 4
0, 88, 6
0, 89, 3
0, 90, 7
0, 91, 5
0, 92, 1
0, 93, 2
0, 94, 8
0, 95, 3
0, 96, 5
0, 97, 7
0, 98, 5
0, 99, 4
1, 2, 3
1, 3, 5
1, 4, 7
1, 5, 5
1, 6, 8
1, 7, 8
1, 8, 2
1, 9, 5
1, 10, 7
1, 11, 8
1, 12, 4
1, 13, 8
1, 14, 7
1, 15, 5
1, 16, 1
1, 17, 3
1, 18, 9
1, 19, 4
1, 20, 3
1, 21, 1
1, 22, 3
1, 23, 1
1, 24, 10
1, 25, 6
1, 26, 8
1, 27, 10
1, 28, 4
1, 29, 9
1, 30, 5
1, 31, 10
1, 32, 2
1, 33, 3
1, 34, 4
1, 35, 1
1, 36, 3
1, 37, 4
1, 38, 4
1, 39, 6
1, 40, 3
1, 41, 9
1, 42, 8
1, 43, 2
1, 44, 5
1, 45, 2
1, 46, 10
1, 47, 10
1, 48, 6
1, 49, 2
1, 50, 9
1, 51, 4
1, 52, 5
1, 53, 1
1, 54, 2
1, 55, 3
1, 56, 7
1, 57, 6
1, 58, 1
1, 59, 9
1, 60, 8
1, 61, 3
1, 62, 5
1, 63, 4
1, 64, 8
1, 65, 7
1, 66, 10
1, 67, 1
1, 68, 6
1, 69, 6
1, 70, 10
1, 71, 3
1, 72, 5
1, 73, 10
1, 74, 7
1, 75, 5
1, 76, 5
1, 77, 10
1, 78, 7
1, 79, 10
1, 80, 10
1, 81, 7
1, 82, 9
1, 83, 4
1, 84, 2
1, 85, 10
1, 86, 3
1, 87, 3
1, 88, 9
1, 89, 10
1, 90, 3
1, 91, 10
1, 92, 9
1, 93, 3
1, 94, 7
1, 95, 10
1, 96, 7
1, 97, 8
1, 98, 1
1, 99, 4
2, 3, 5
2, 4, 4
2, 5, 4
2, 6, 2
2, 7, 3
2, 8, 9
2, 9, 1
2, 10, 5
2, 11, 1
2, 12, 8
2, 13, 4
2, 14, 6
2, 15, 8
2, 16, 1
2, 17, 5
2, 18, 2
2, 19, 7
2, 20, 6
2, 21, 6
2, 22, 9
2, 23, 6
2, 24, 1
2, 25, 4
2, 26, 6
2, 27, 7
2, 28, 5
2, 29, 9
2, 30, 9
2, 31, 10
2, 32, 6
2, 33, 5
2, 34, 4
2, 35, 8
2, 36, 2
2, 37, 4
2, 38, 3
2, 39, 1
2, 40, 2
2, 41, 1
2, 42, 5
2, 43, 4
2, 44, 9
2, 45, 9
2, 46, 2
2, 47, 3
2, 48, 4
2, 49, 3
2, 50, 6
2, 51, 5
2, 52, 6
2, 53, 4
2, 54, 9
2, 55, 4
2, 56, 10
2, 57, 5
2, 58, 9
2, 59, 9
2, 60, 4
2, 61, 6
2, 62, 10
2, 63, 9
2, 64, 9
2, 65, 4
2, 66, 8
2, 67, 9
2, 68, 10
2, 69, 7
2, 70, 4
2, 71, 5
2, 72, 4
2, 73, 9
2, 74, 5
2, 75, 2
2, 76, 5
2, 77, 3
2, 78, 6
2, 79, 1
2, 80, 10
2, 81, 1
2, 82, 6
2, 83, 9
2, 84, 10
2, 85, 7
2, 86, 4
2, 87, 4
2, 88, 9
2, 89, 3
2, 90, 2
2, 91, 5
2, 92, 7
2, 93, 8
2, 94, 1
2, 95, 10
2, 96, 6
2, 97, 6
2, 98, 9
2, 99, 7
3, 4, 8
3, 5, 5
3, 6, 9
3, 7, 7
3, 8, 2
3, 9, 9
3, 10, 2
3, 11, 6
3, 12, 4
3, 13, 4
3, 14, 4
3, 15, 2
3, 16, 3
3, 17, 9
3, 18, 8
3, 19, 2
3, 20, 1
3, 21, 2
3, 22, 3
3, 23, 3
3, 24, 10
3, 25, 10
3, 26, 9
3, 27, 1
3, 28, 9
3, 29, 7
3, 30, 10
3, 31, 1
3, 32, 5
3, 33, 2
3, 34, 1
3, 35, 2
3, 36, 9
3, 37, 1
3, 38, 1
3, 39, 9
3, 40, 10
3, 41, 1
3, 42, 4
3, 43, 2
3, 44, 7
3, 45, 9
3, 46, 3
3, 47, 2
3, 48, 2
3, 49, 7
3, 50, 6
3, 51, 10
3, 52, 9
3, 53, 2
3, 54, 3
3, 55, 2
3, 56, 5
3, 57, 8
3, 58, 5
3, 59, 9
3, 60, 8
3, 61, 1
3, 62, 7
3, 63, 2
3, 64, 1
3, 65, 8
3, 66, 9
3, 67, 6
3, 68, 9
3, 69, 8
3, 70, 5
3, 71, 8
3, 72, 10
3, 73, 3
3, 74, 7
3, 75, 8
3, 76, 5
3, 77, 9
3, 78, 1
3, 79, 8
3, 80, 2
3, 81, 2
3, 82, 3
3, 83, 3
3, 84, 9
3, 85, 3
3, 86, 9
3, 87, 2
3, 88, 6
3, 89, 4
3, 90, 6
3, 91, 6
3, 92, 1
3, 93, 1
3, 94, 7
3, 95, 3
3, 96, 9
3, 97, 1
3, 98, 10
3, 99, 1
4, 5, 3
4, 6, 2
4, 7, 2
4, 8, 5
4, 9, 2
4, 10, 6
4, 11, 4
4, 12, 6
4, 13, 10
4, 14, 7
4, 15, 5
4, 16, 6
4, 17, 7
4, 18, 2
4, 19, 5
4, 20, 3
4, 21, 7
4, 22, 2
4, 23, 7
4, 24, 2
4, 25, 2
4, 26, 5
4, 27, 3
4, 28, 5
4, 29, 2
4, 30, 6
4, 31, 5
4, 32, 2
4, 33, 8
4, 34, 9
4, 35, 9
4, 36, 8
4, 37, 7
4, 38, 1
4, 39, 6
4, 40, 7
4, 41, 7
4, 42, 8
4, 43, 1
4, 44, 10
4, 45, 5
4, 46, 3
4, 47, 8
4, 48, 8
4, 49, 9
4, 50, 9
4, 51, 10
4, 52, 3
4, 53, 2
4, 54, 9
4, 55, 8
4, 56, 2
4, 57, 8
4, 58, 8
4, 59, 8
4, 60, 9
4, 61, 5
4, 62, 4
4, 63, 10
4, 64, 8
4, 65, 1
4, 66, 5
4, 67, 5
4, 68, 4
4, 69, 9
4, 70, 6
4, 71, 9
4, 72, 8
4, 73, 9
4, 74, 10
4, 75, 5
4, 76, 1
4, 77, 9
4, 78, 8
4, 79, 7
4, 80, 3
4, 81, 9
4, 82, 4
4, 83, 5
4, 84, 10
4, 85, 5
4, 86, 10
4, 87, 3
4, 88, 8
4, 89, 7
4, 90, 6
4, 91, 7
4, 92, 9
4, 93, 9
4, 94, 1
4, 95, 9
4, 96, 9
4, 97, 3
4, 98, 6
4, 99, 2
5, 6, 7
5, 7, 7
5, 8, 5
5, 9, 10
5, 10, 10
5, 11, 5
5, 12, 6
5, 13, 4
5, 14, 1
5, 15, 7
5, 16, 5
5, 17, 6
5, 18, 10
5, 19, 1
5, 20, 5
5, 21, 2
5, 22, 10
5, 23, 1
5, 24, 10
5, 25, 2
5, 26, 4
5, 27, 5
5, 28, 3
5, 29, 5
5, 30, 7
5, 31, 1
5, 32, 6
5, 33, 8
5, 34, 6
5, 35, 2
5, 36, 2
5, 37, 1
5, 38, 7
5, 39, 5
5, 40, 3
5, 41, 7
5, 42, 1
5, 43, 4
5, 44, 2
5, 45, 6
5, 46, 7
5, 47, 5
5, 48, 3
5, 49, 6
5, 50, 10
5, 51, 10
5, 52, 7
5, 53, 1
5, 54, 2
5, 55, 6
5, 56, 9
5, 57, 10
5, 58, 2
5, 59, 2
5, 60, 10
5, 61, 6
5, 62, 2
5, 63, 4
5, 64, 8
5, 65, 9
5, 66, 3
5, 67, 6
5, 68, 1
5, 69, 6
5, 70, 6
5, 71, 9
5, 72, 5
5, 73, 5
5, 74, 4
5, 75, 4
5, 76, 2
5, 77, 2
5, 78, 9
5, 79, 6
5, 80, 3
5, 81, 5
5, 82, 4
5, 83, 9
5, 84, 3
5, 85, 9
5, 86, 4
5, 87, 2
5, 88, 3
5, 89, 10
5, 90, 10
5, 91, 1
5, 92, 3
5, 93, 9
5, 94, 8
5, 95, 1
5, 96, 2
5, 97, 8
5, 98, 2
5, 99, 8
6, 7, 3
6, 8, 5
6, 9, 4
6, 10, 2
6, 11, 2
6, 12, 8
6, 13, 7
6, 14, 5
6, 15, 6
6, 16, 2
6, 17, 4
6, 18, 1
6, 19, 9
6, 20, 3
6, 21, 6
6, 22, 4
6, 23, 1
6, 24, 7
6, 25, 6
6, 26, 9
6, 27, 4
6, 28, 7
6, 29, 1
6, 30, 7
6, 31, 2
6, 32, 10
6, 33, 5
6, 34, 4
6, 35, 8
6, 36, 4
6, 37, 3
6, 38, 3
6, 39, 8
6, 40, 9
6, 41, 1
6, 42, 4
6, 43, 9
6, 44, 2
6, 45, 6
6, 46, 6
6, 47, 2
6, 48, 3
6, 49, 5
6, 50, 3
6, 51, 6
6, 52, 7
6, 53, 9
6, 54, 5
6, 55, 6
6, 56, 4
6, 57, 8
6, 58, 1
6, 59, 2
6, 60, 3
6, 61, 10
6, 62, 4
6, 63, 9
6, 64, 7
6, 65, 8
6, 66, 6
6, 67, 8
6, 68, 2
