54, 0.010013973043217834
63, 0.010383057823511007
0, 0.009795443570674765
90, 0.01713970612228232
81, 0.020824308513437386
9, 0.0071475914743676094
99, 0.011716517209651368
45, 0.014942363132473118
18, 0.017471806830130544
27, 0.00832890397043784
72, 0.003927717850845982
36, 0.007177167697706133
37, 0.016314785189438942
82, 0.005392085844944448
73, 0.008527152735933309
64, 0.004470768799505013
55, 0.01330490624972074
28, 0.01248120587638184
19, 0.009494414290092129
46, 0.014768395268982187
91, 0.004905466888216738
10, 0.012939931138966463
1, 0.003183420920000896
92, 0.008713086427181977
38, 0.007970869512424374
74, 0.006029626633305972
47, 0.018314960845412558
11, 0.01513071572017488
56, 0.012207817207891755
65, 0.0036585283483031774
2, 0.011250549422577135
83, 0.006681925316657756
20, 0.011643321382003448
29, 0.0032247242671724343
84, 0.009723836754399693
93, 0.011819819015048631
66, 0.005527030987366809
12, 0.006177921608579192
21, 0.015509064503044467
57, 0.008173373919366338
75, 0.012181281608625635
30, 0.007493822195958829
39, 0.0054294227219331415
48, 0.0050766326940899316
3, 0.00703755513532852
13, 0.011641938783768315
94, 0.009173648207733986
76, 0.01518169561038527
67, 0.015163455047678177
4, 0.007791976020256422
22, 0.0061333103449276154
85, 0.004313331366502553
58, 0.009120120748171114
40, 0.007327548462623923
49, 0.007999903155479401
31, 0.002821903291492742
50, 0.005149474732322884
14, 0.007110214348374064
59, 0.023458068637326298
95, 0.01006572463918176
23, 0.004333067064163523
32, 0.01128850698761015
86, 0.014037281497022392
77, 0.004156569611042638
5, 0.007724701460706242
68, 0.006711014104268441
41, 0.008618721080769188
42, 0.012504887566312201
96, 0.016427478088799477
60, 0.02650135383327059
87, 0.004342148625379638
15, 0.022921833628537537
24, 0.00889765081907162
78, 0.0073026001364654
51, 0.003957002482751186
33, 0.014236099047368016
69, 0.010780682221817736
6, 0.00831504660666936
43, 0.006943828529992044
79, 0.010438917605963712
25, 0.01373898965784199
88, 0.012019610284811248
7, 0.011244611438770069
61, 0.017271750941319976
52, 0.004987139655336119
34, 0.010981480043376882
97, 0.012286942530308058
70, 0.008565998216850912
16, 0.0048162165428759975
26, 0.01361074086904591
71, 0.010219159161896007
44, 0.011741500460387891
98, 0.009570658889457993
17, 0.005347952698225089
35, 0.013984938017863918
80, 0.012743507936025775
53, 0.006178448422447923
89, 0.004274221272097172
8, 0.006284017431034447
62, 0.013613434468055692
